Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
39131,25,6,357,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8403.361344537814,178.5,245.366053071732,352.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,32,64,2801.1204481792715,5602.240896358543,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15928,30408,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
30922,111,6,87153,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.370371645267525,21788.25,25338.06449297184,47314.0,4.0,47318.0,23659.0,33453.22181793556,47314.0,4.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,60,40,34.42222298716052,22.94814865810701,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance
34667,111,17,5799,4,4,456.0,208.0,114.0,114.0,114.0,0.0,52.0,52.0,52.0,0.0,114502.5004311088,1379.5481979651663,828.4285714285713,1106.7334604054186,2537.0,3.0,4659.0,1553.0,2678.61886053242,4646.0,3.0,3252.0,1084.0,1868.0184688594488,3241.0,3.0,0,0,0,0,32,32,689.7740989825832,689.7740989825832,52.0,114.0,86.44444444444444,32.676869155073256,1067.7777777777778,0,0,0,0,0,0,0,0,1.0,97.25,114.0,52.0,0,0,0,664,8,114502,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
60310,80,6,66276,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.44209065121612,16569.0,19600.70622877316,38395.0,6.0,38404.0,19202.0,27143.000902626813,38395.0,9.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,60,40,45.26525439072967,30.17683626048645,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance
30202,80,6,1351757,21,109,1088.0,134476.0,544.0,0.0,51.80952380952381,163.6311764449608,1460.0,0.0,1233.7247706422024,500.4818395262198,100287.25577156249,96.1711313497914,10478.736434108529,33842.09521982187,282642.0,1.0,1350745.0,67537.24999999999,88803.28865643078,333639.0,3.0,1317829.0,12202.12037037038,52731.65281402997,462704.0,1.0,0,0,0,0,452,2196,15.535336602658612,80.6357947471328,0.0,1460.0,1034.8396946564878,640.0919383097529,409717.68948913657,2,4,0,2,128,0,0,0,5.0,1042.8,51.80952380952381,1233.7247706422015,0,0,0,135564,108,123543,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generic
58554,35821,6,67831,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.71260927894325,16957.75,24568.05487314777,52094.0,5.0,15729.0,7864.5,11115.01149347134,15724.0,5.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,60,40,44.22756556736595,29.4850437115773,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
41321,9711,6,383,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7832.89817232376,191.5,269.4076836320746,382.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,32,64,2610.9660574412533,5221.9321148825065,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,30408,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
16857,34232,6,311,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9646.302250803858,155.5,217.08178182427008,309.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,3215.434083601286,6430.868167202572,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,23168,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8633,80,6,355257,7,5,402.0,812.0,201.0,0.0,57.42857142857143,98.07795733132758,406.0,0.0,162.4,222.37535834709743,3417.244417421754,33.778363269407784,32296.090909090904,39216.4193099129,89968.0,1.0,354267.0,59044.5,71777.52030754475,174465.0,3.0,308515.0,77128.75,105278.75122858364,223021.0,1.0,0,0,0,0,172,116,19.704045240487872,14.07431802891991,0.0,406.0,93.3846153846154,157.3491544631124,24758.756410256407,2,4,0,2,10,0,0,0,0.0,101.16666666666669,57.42857142857143,162.4,0,0,0,1214,4,13492,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
56896,50222,6,372,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8064.516129032258,186.0,258.8010819142764,369.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2688.172043010753,5376.344086021506,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,36200,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
36614,80,6,22144,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.7947976878613,5536.0,7144.110721426426,14987.0,1.0,7156.0,3578.0,5048.74241767195,7148.0,8.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,60,40,135.47687861271675,90.3179190751445,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
2213,886,6,126917,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03332098930797,18131.0,27000.83556731779,66236.0,1.0,125925.0,31481.25,36439.720510957086,66236.0,9.0,112994.0,56497.0,79897.40941983038,112993.0,1.0,0,0,0,0,132,76,39.39582561831748,23.63749537099049,0.0,0.0,0.0,0.0,0.0,2,4,0,0,6,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
62819,1900,6,146834,7,3,166.0,0.0,83.0,0.0,23.71428571428572,40.49985302736413,0.0,0.0,0.0,0.0,1130.5283517441464,68.10411757494859,16314.888888888889,28671.65699538677,86357.0,4.0,145906.0,24317.666666666668,33854.33963713761,86357.0,4.0,134800.0,67400.0,95306.68039544762,134792.0,8.0,0,0,0,0,172,76,47.67288230246401,20.43123527248457,0.0,83.0,15.09090909090909,33.57515315066946,1127.290909090909,2,4,0,0,8,0,0,0,0.0,16.6,23.714285714285715,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
45128,53,6,521377,6,3,216.0,0.0,108.0,0.0,36.0,55.770960185386805,0.0,0.0,0.0,0.0,414.2875500837207,17.261981253488358,65172.125,77509.62872985062,207729.0,5.0,416645.0,83329.0,114095.00752443114,208897.0,5.0,423854.0,211927.0,299698.72392454394,423846.0,8.0,0,0,0,0,152,76,11.507987502325571,5.7539937511627866,0.0,108.0,21.6,45.53679830642466,2073.6000000000004,1,4,0,0,7,0,0,0,0.0,24.0,36.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
45671,80,6,508494,6,3,574.0,0.0,287.0,0.0,95.66666666666666,148.2061627148705,0.0,0.0,0.0,0.0,1128.8235456072246,17.69932388582756,63561.75,83776.82707348137,199785.0,3.0,332053.0,66410.6,94007.4800178156,199785.0,3.0,413528.0,206764.0,292390.0682341998,413515.0,13.0,0,0,0,0,152,76,11.799549257218374,5.899774628609187,0.0,287.0,57.4,121.00982512910998,14643.377777777778,1,4,0,0,7,0,0,0,0.0,63.77777777777778,95.66666666666669,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
57237,179,6,44295,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.87955751213455,11073.75,12981.23110173556,24927.0,5.0,24932.0,12466.0,17622.515200731137,24927.0,5.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,60,40,67.72773450728073,45.15182300485382,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generic
57495,445,6,96149,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.00262093209498,24037.25,29498.844942076405,60327.0,4.0,60331.0,30165.5,42654.80236151611,60327.0,4.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,60,40,31.201572559256988,20.801048372838,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generic
50347,80,6,13571,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.4326873480216,3392.75,4093.964449853792,8254.0,2.0,8259.0,4129.5,5832.92383800783,8254.0,5.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,60,40,221.0596124088129,147.3730749392086,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance
57464,80,6,40377,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.83287515169526,10094.25,11695.758130621543,21478.0,7.0,18892.0,9446.0,13348.761815239644,18885.0,7.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,60,40,74.29972509101715,49.5331500606781,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
5400,445,6,13199,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.8165770134101,3299.75,3804.083715780538,6643.0,2.0,6554.0,3277.0,4621.649921835275,6545.0,9.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,60,40,227.28994620804605,151.52663080536402,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generic
