Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
9090,179,6,183539,6,3,294.0,0.0,147.0,0.0,49.0,75.91047358566537,0.0,0.0,0.0,0.0,1601.839391083094,49.03589972703349,22942.375,26497.828767857834,56458.0,7.0,127081.0,25416.2,35827.77436849797,75628.0,8.0,160454.0,80227.0,113448.21197356968,160447.0,7.0,0,0,0,0,152,76,32.69059981802233,16.345299909011164,0.0,147.0,29.4,61.98064213930024,3841.6,1,4,0,0,7,0,0,0,0.0,32.666666666666664,49.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generic
39131,25,6,357,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8403.361344537814,178.5,245.366053071732,352.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,32,64,2801.1204481792715,5602.240896358543,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15928,30408,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
63178,57847,6,1923861,5,5,0.0,192.0,0.0,0.0,0.0,0.0,96.0,0.0,38.4,52.58136552049595,99.79930982539798,5.197880720072812,213762.3333333333,456502.1840388609,1405428.0,2.0,1923727.0,480931.75,802888.2996359145,1672045.0,8.0,1783440.0,445860.0,724874.4396096012,1516687.0,2.0,0,0,0,0,132,116,2.598940360036406,2.598940360036406,0.0,96.0,17.454545454545457,38.83391207788274,1508.0727272727274,2,4,0,0,8,0,0,0,1.0,19.2,0.0,38.4,0,0,0,0,0,0,5,0,5,192,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
22337,6881,6,17309,14,15,700.0,700.0,277.0,0.0,49.99999999999999,99.13316607162618,277.0,0.0,46.66666666666666,96.39551461606104,80882.77774568144,1675.4289675891152,618.1785714285713,1236.4704861934688,5013.0,1.0,16949.0,1303.7692307692307,2064.92187720852,5013.0,2.0,16844.0,1203.142857142857,2370.2083601088048,8294.0,1.0,0,0,0,0,456,488,808.8277774568143,866.601190132301,0.0,277.0,46.66666666666666,94.7189429888211,8971.67816091954,1,4,0,12,27,0,0,0,1.0,48.27586206896552,50.0,46.66666666666666,0,0,0,1400,12,122785,0,0,0,0,5792,10136,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
56896,50222,6,372,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8064.516129032258,186.0,258.8010819142764,369.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2688.172043010753,5376.344086021506,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,36200,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
5862,32258,6,358,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8379.888268156425,179.0,250.31580054003783,356.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2793.296089385475,5586.59217877095,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27512,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8633,80,6,355257,7,5,402.0,812.0,201.0,0.0,57.42857142857143,98.07795733132758,406.0,0.0,162.4,222.37535834709743,3417.244417421754,33.778363269407784,32296.090909090904,39216.4193099129,89968.0,1.0,354267.0,59044.5,71777.52030754475,174465.0,3.0,308515.0,77128.75,105278.75122858364,223021.0,1.0,0,0,0,0,172,116,19.704045240487872,14.07431802891991,0.0,406.0,93.3846153846154,157.3491544631124,24758.756410256407,2,4,0,2,10,0,0,0,0.0,101.16666666666669,57.42857142857143,162.4,0,0,0,1214,4,13492,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
60297,110,6,771407,17,17,110.0,2402.0,15.0,0.0,6.470588235294117,5.444236023755119,1097.0,0.0,141.2941176470588,359.78791751285274,3256.3873545352844,44.07530655023872,23375.969696969696,26030.852864299373,72334.0,1.0,770452.0,48153.25,51510.06266028675,118762.0,1.0,764362.0,47772.625,51487.2889399251,117680.0,2.0,0,0,0,0,372,356,22.03765327511936,22.03765327511936,0.0,1097.0,71.77142857142857,256.18480068271094,65630.65210084032,2,4,0,12,32,0,0,0,1.0,73.88235294117646,6.470588235294118,141.2941176470588,0,0,0,2512,26,4196,0,0,0,0,16383,16383,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
38837,445,6,692730,6,5,296.0,0.0,148.0,0.0,49.333333333333336,76.4268713651597,0.0,0.0,0.0,0.0,427.2949056631011,15.879202575317946,69273.0,93710.5467039626,289182.0,2.0,262146.0,52429.2,80960.05002901121,184015.0,8.0,614339.0,153584.75,223090.69344308533,472935.0,2.0,0,0,0,0,152,116,8.661383222900698,7.217819352417248,0.0,148.0,24.666666666666664,57.6089218679527,3318.7878787878794,1,4,0,0,9,0,0,0,0.0,26.90909090909091,49.333333333333336,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
30202,80,6,1351757,21,109,1088.0,134476.0,544.0,0.0,51.80952380952381,163.6311764449608,1460.0,0.0,1233.7247706422024,500.4818395262198,100287.25577156249,96.1711313497914,10478.736434108529,33842.09521982187,282642.0,1.0,1350745.0,67537.24999999999,88803.28865643078,333639.0,3.0,1317829.0,12202.12037037038,52731.65281402997,462704.0,1.0,0,0,0,0,452,2196,15.535336602658612,80.6357947471328,0.0,1460.0,1034.8396946564878,640.0919383097529,409717.68948913657,2,4,0,2,128,0,0,0,5.0,1042.8,51.80952380952381,1233.7247706422015,0,0,0,135564,108,123543,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generic
41199,80,6,365,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8219.178082191782,182.5,253.85133444597056,362.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2739.7260273972606,5479.452054794521,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
64793,6071,6,279008,9,5,208.0,120.0,72.0,0.0,23.11111111111111,30.840089349921005,60.0,0.0,24.0,32.863353450309965,1175.5935313682762,50.17777268035326,21462.15384615384,26483.686188690303,62342.0,2.0,276967.0,34620.875,39514.91658470797,100156.0,8.0,268350.0,67087.5,81342.52523127125,164582.0,2.0,0,0,0,0,212,116,32.25713958022709,17.920633100126164,0.0,72.0,21.866666666666667,29.81338785240777,888.8380952380952,2,4,0,0,12,0,0,0,0.0,23.428571428571427,23.11111111111111,24.0,0,0,0,328,6,3274,0,0,0,0,16383,16383,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generic
30922,111,6,87153,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.370371645267525,21788.25,25338.06449297184,47314.0,4.0,47318.0,23659.0,33453.22181793556,47314.0,4.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,60,40,34.42222298716052,22.94814865810701,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance
58554,35821,6,67831,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.71260927894325,16957.75,24568.05487314777,52094.0,5.0,15729.0,7864.5,11115.01149347134,15724.0,5.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,60,40,44.22756556736595,29.4850437115773,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
57464,80,6,40377,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.83287515169526,10094.25,11695.758130621543,21478.0,7.0,18892.0,9446.0,13348.761815239644,18885.0,7.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,60,40,74.29972509101715,49.5331500606781,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
41035,9567,6,21512,46,47,470.0,29312.0,66.0,0.0,10.217391304347828,20.08417070838321,1300.0,0.0,623.6595744680852,618.650961387681,1384436.593529193,4323.168464113053,233.8260869565217,448.5145594974852,2232.0,1.0,20524.0,456.0888888888889,721.6656497998295,2488.0,1.0,20854.0,453.3478260869565,720.7651248620394,2497.0,1.0,0,0,0,0,1480,1512,2138.3413908516177,2184.8270732614355,0.0,1300.0,316.82978723404256,533.5353106452568,284659.92770533066,1,4,0,46,91,0,0,0,1.0,320.23655913978496,10.217391304347826,623.6595744680851,0,0,0,29782,46,1483462,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
47199,80,6,1693759,9,9,838.0,2524.0,241.0,0.0,93.11111111111111,112.6404062098105,670.0,0.0,280.44444444444446,333.70762319398364,1984.9341021951768,10.62724980354348,99632.88235294116,255502.3096343461,1055145.0,1.0,1693610.0,211701.25,363665.7512472329,1055145.0,1.0,1610902.0,201362.75,479456.2926383384,1381318.0,2.0,0,0,0,0,212,196,5.31362490177174,5.31362490177174,0.0,670.0,176.94736842105263,256.4025640546544,65742.27485380117,2,4,0,0,16,0,0,0,1.0,186.77777777777777,93.11111111111111,280.44444444444446,0,0,0,3362,8,7820,9,838,9,2524,16383,16383,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
62316,111,17,3,2,0,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,37333333.333333336,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,666666.6666666666,0.0,56.0,56.0,56.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,84.0,56.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance
36614,80,6,22144,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.7947976878613,5536.0,7144.110721426426,14987.0,1.0,7156.0,3578.0,5048.74241767195,7148.0,8.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,60,40,135.47687861271675,90.3179190751445,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
34667,111,17,5799,4,4,456.0,208.0,114.0,114.0,114.0,0.0,52.0,52.0,52.0,0.0,114502.5004311088,1379.5481979651663,828.4285714285713,1106.7334604054186,2537.0,3.0,4659.0,1553.0,2678.61886053242,4646.0,3.0,3252.0,1084.0,1868.0184688594488,3241.0,3.0,0,0,0,0,32,32,689.7740989825832,689.7740989825832,52.0,114.0,86.44444444444444,32.676869155073256,1067.7777777777778,0,0,0,0,0,0,0,0,1.0,97.25,114.0,52.0,0,0,0,664,8,114502,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
54297,80,6,486930,6,3,388.0,0.0,194.0,0.0,64.66666666666666,100.18116922189851,0.0,0.0,0.0,0.0,796.829113014191,18.48314952867969,60866.25,66178.0689886871,148851.0,2.0,378658.0,75731.6,107564.48222252548,229783.0,2.0,369255.0,184627.5,261098.4718463515,369252.0,3.0,0,0,0,0,152,76,12.322099685786458,6.161049842893229,0.0,194.0,38.8,81.79758214302207,6690.844444444444,1,4,0,0,7,0,0,0,0.0,43.11111111111112,64.66666666666667,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance
57237,179,6,44295,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.87955751213455,11073.75,12981.23110173556,24927.0,5.0,24932.0,12466.0,17622.515200731137,24927.0,5.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,60,40,67.72773450728073,45.15182300485382,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Generic
35111,80,6,719725,7,5,336.0,982.0,168.0,0.0,48.0,81.97560612767678,491.0,0.0,196.4,268.9317757350366,1831.25499322658,16.673034839695717,65429.545454545456,115702.35821050809,392510.0,9.0,718708.0,119784.66666666669,155752.07919853483,392510.0,9.0,635252.0,158813.0,258175.46127520845,540203.0,9.0,0,0,0,0,172,116,9.725936989822502,6.947097849873216,0.0,491.0,101.3846153846154,183.70834605498032,33748.75641025641,2,4,0,2,10,0,0,0,0.0,109.83333333333331,48.0,196.4,0,0,0,1318,4,17111,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
41321,9711,6,383,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7832.89817232376,191.5,269.4076836320746,382.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,32,64,2610.9660574412533,5221.9321148825065,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,30408,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
60310,80,6,66276,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.44209065121612,16569.0,19600.70622877316,38395.0,6.0,38404.0,19202.0,27143.000902626813,38395.0,9.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,60,40,45.26525439072967,30.17683626048645,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance
16857,34232,6,311,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9646.302250803858,155.5,217.08178182427008,309.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,3215.434083601286,6430.868167202572,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,23168,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
65179,2148,6,59267,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.36397995511837,14816.75,21822.74007199829,46232.0,9.0,46241.0,23120.5,32684.596746785784,46232.0,9.0,9.0,9.0,0.0,9.0,9.0,0,0,0,0,60,40,50.618387973071016,33.745591982047344,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
5023,80,6,451537,7,17,394.0,16222.0,197.0,0.0,56.28571428571428,96.12615718543051,1460.0,0.0,954.2352941176472,668.5729699714689,36798.756248103695,53.15179044020756,19632.043478260868,52846.20775031007,248517.0,2.0,450504.0,75084.0,121403.13673707117,310941.0,3.0,411553.0,25722.0625,86640.48256211316,348092.0,2.0,0,0,0,0,172,356,15.502605545060536,37.649184895147016,0.0,1460.0,664.6399999999999,697.1788914379628,486058.4066666667,2,4,0,2,22,0,0,0,2.0,692.3333333333334,56.285714285714285,954.2352941176472,0,0,0,16616,14,58047,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exploits
30092,111,6,67490,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.08504963698326,16872.5,24424.04572683786,51791.0,2.0,15697.0,7848.5,11082.48458153676,15685.0,12.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,60,40,44.45102978218996,29.634019854793305,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance
17818,80,6,399657,7,5,356.0,586.0,178.0,0.0,50.85714285714286,86.85510649241945,293.0,0.0,117.2,160.48270934901367,2357.02114563238,30.02574707811949,36332.454545454544,46163.9662623645,118290.0,1.0,398146.0,66357.66666666666,93124.66133665488,225845.0,1.0,332265.0,83066.25,103101.6068752083,212456.0,2.0,0,0,0,0,172,116,17.515019128903035,12.510727949216454,0.0,293.0,72.46153846153847,117.9008166388281,13900.602564102564,2,4,0,2,10,0,0,0,0.0,78.5,50.85714285714285,117.2,0,0,0,942,4,8757,0,0,0,0,16383,16383,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
